buysM5,buysH1,sellsM5,sellsH1,volM5,volH1,priceM5,priceH1,liquidity,marketCap,paidProfile,paidAd,websites,socials,boosts,pools,dayOfWeek,time,result,buysToSells,volToLiquidity,volToMC,liquidityToMC,liquidityToBuys,MCToBuys,poolsToLiquidity,buysToVol
9,132,2,133,477.37,38080.92,13.4,-95.36,9538.36,5681.0,1,0,1,1,0,2,3,479,Failure,0.9924812030075187,3.9923970158392006,6.703207181834184,1.6789931350114418,72.26030303030304,43.03787878787879,0.00020967965142854744,0.0034663028099111053
25,111,6,9,42465.46,134081.25,10.9,59.06,1285509.33,811065.0,0,0,0,0,0,1,3,479,Success,12.333333333333334,0.10430204345541388,0.16531504873222244,1.5849646205914447,11581.165135135136,7306.891891891892,7.779017831010218e-07,0.0008278562438819746
32,144,5,8,13616.39,56405.89,5.23,21.08,1083805.94,604047.0,0,0,0,0,0,1,3,480,Failure,18.0,0.052044270951310714,0.09337996877726402,1.7942410772671662,7526.430138888889,4194.770833333333,9.226744042388254e-07,0.002552924880717244
6,93,3,19,1670.72,52275.32,5.33,14934.0,96628.25,1194091.0,0,0,0,0,0,1,3,481,Failure,4.894736842105263,0.5409941709593209,0.04377833850183947,0.08092201515629881,1039.013440860215,12839.68817204301,1.0348940397865014e-05,0.001779042194289772
27,550,50,647,6008.15,144388.73,-26.92,-82.38,16386.8,16440.0,0,0,0,0,0,3,3,482,Failure,0.8500772797527048,8.81128286181561,8.782769464720195,0.9967639902676398,29.794181818181816,29.89090909090909,0.000183074181658408,0.0038091615599084496
23,449,27,528,4199.11,166410.31,9.68,-59.33,24826.18,37856.0,0,0,0,0,0,2,3,483,Failure,0.8503787878787878,6.703017137553985,4.395876743448858,0.6558056846999155,55.29216035634744,84.31180400890868,8.056011839114998e-05,0.0026981501326450268
3,111,7,79,1839.96,41861.96,10.21,-95.52,9187.83,5214.0,0,0,0,0,0,2,3,483,Failure,1.4050632911392404,4.556240156816136,8.028761028001535,1.7621461449942462,82.77324324324324,46.972972972972975,0.0002176792561464459,0.0026515719760852098
324,811,146,457,126089.45,399904.28,7.68,38448.0,68851.2,9415970.0,1,0,0,1,0,1,3,484,Failure,1.774617067833698,5.808239798289645,0.04247085324188586,0.007312172829777495,84.89667077681874,11610.320591861899,1.4524075106897193e-05,0.0020279852968815436
3792,6529,174,598,63536.21,407962.14,-2.85,2693.0,21983.66,132726.0,1,1,1,1,0,1,3,485,Failure,10.918060200668897,18.557516810212675,3.073716830161385,0.16563190331962088,3.3670791851738398,20.328687394700566,4.548833087847974e-05,0.016003936051516936
8,31,5,36,910.57,2402.89,-11.2,-24.5,13025.34,2087294.0,1,1,1,1,0,5,3,486,Failure,0.8611111111111112,0.18447810191518993,0.0011511986332543474,0.0062402996415454656,420.17225806451614,67332.06451612903,0.00038386713897679446,0.012901131554086955
9,44,1,2,2156.31,8046.8,24.79,384.0,113909.77,2401012.0,0,0,0,0,0,1,3,486,Failure,22.0,0.07064187733852856,0.0033514201511695902,0.0474423992883001,2588.8584090909094,54568.454545454544,8.778878229672485e-06,0.005468012129045086
165,339,85,178,167029.56,635991.65,15.41,6096.0,552778.84,19175645.0,0,0,0,0,0,1,3,486,Failure,1.904494382022472,1.1505354474132912,0.03316663663725523,0.028827131499357648,1630.61604719764,56565.32448377581,1.8090417498614817e-06,0.0005330258659842468
0,102,9,73,1214.67,20200.62,-8.2,-3.42,39068.4,95596.0,0,0,0,0,0,2,3,487,Failure,1.3972602739726028,0.5170577755935744,0.21131239800828486,0.4086823716473493,383.02352941176474,937.2156862745098,5.1192267919853384e-05,0.005049349970446452
79,1892,134,1689,14608.87,482925.23,-24.96,-71.2,19802.9,23115.0,0,0,0,0,0,2,3,487,Failure,1.1201894612196566,24.386591357831428,20.892287691974907,0.8567120917153365,10.466649048625793,12.21723044397463,0.00010099530876790772,0.00391779075199695
275,814,311,817,78423.13,209152.23,-45.94,89219.0,139437.49,395149005.0,0,0,0,0,0,1,3,488,Failure,0.996328029375765,1.4999712774519969,0.0005292996498877683,0.0003528731902032753,171.29912776412775,485441.03808353806,7.171672410339573e-06,0.0038919020849072466
17,374,23,482,1993.34,72697.36,-7.51,-88.31,12907.09,10326.0,1,0,1,1,0,2,3,489,Failure,0.7759336099585062,5.632358649393473,7.040224675576216,1.2499602944024792,34.510935828877,27.609625668449198,0.0001549535952720559,0.005144615980552801
529,1459,294,939,42262.08,192909.65,102.0,5824.0,31881.68,20494603.0,0,0,0,0,0,1,3,490,Failure,1.5537806176783813,6.050799393256566,0.009412704896015795,0.0015556134461350629,21.851734064427692,14047.020562028787,3.1365975695132756e-05,0.007563126054088015
1888,4842,2080,5534,292816.27,849272.01,-98.12,358.0,8944.95,1513844.0,0,0,0,0,0,1,3,490,Failure,0.8749548247199133,94.9442992973689,0.5610036503100716,0.005908766028732155,1.847366790582404,312.64849235852955,0.00011179492339252873,0.0057013535628002154
32,125,2,7,49920.31,141049.52,14.34,51.15,1479363.3,911517.0,0,0,0,0,0,1,3,492,Failure,17.857142857142858,0.0953447472977057,0.15474151332339384,1.6229684141930432,11834.9064,7292.136,6.759664782815688e-07,0.0008862135794577679
32,72,29,45,4402.23,16534.46,9.56,1.59,12167.91,5867243.0,1,0,1,1,2000,9,3,493,Failure,1.6,1.358857848225373,0.0028180970176282113,0.002073871833840869,168.99875,81489.48611111111,0.0007396504412014882,0.004354541968712616
415,2194,385,1917,134988.1,630826.37,12.02,75.32,54558.8,173710.0,0,0,0,0,0,2,3,493,Failure,1.1444966092853417,11.562321202079223,3.6314913937021474,0.31407978815266824,24.86727438468551,79.17502278942571,3.665769774995051e-05,0.003477977624809819
30,138,6,13,34663.05,99875.32,15.61,60.46,842180.77,533529.0,0,0,0,0,0,1,3,494,Failure,10.615384615384615,0.11859130908439053,0.18719754689998108,1.5785098279568683,6102.759202898551,3866.1521739130435,1.1873935331009754e-06,0.0013817227319021354
14,1527,19,2172,1403.57,1819265.93,-9.19,-98.72,9835.53,5681.0,0,0,0,0,0,2,3,494,Failure,0.7030386740331491,184.9687744331012,320.23691779616263,1.7313025875726105,6.441080550098232,3.7203667321545515,0.00020334440543620931,0.0008393495281912964
17,47,12,78,710.5,6694.63,45.69,-21.11,1352.36,2259061.0,1,1,1,1,0,6,3,495,Failure,0.6025641025641025,4.950331272738029,0.002963456940737767,0.0005986381067177911,28.773617021276593,48065.12765957447,0.004436688455736639,0.0070205522934053115
4,16,0,1,2104.87,6128.03,12091.0,244.0,83535.77,1705936.0,0,0,0,0,0,1,3,495,Failure,16.0,0.07335815543449231,0.0035921804803931683,0.04896770453287814,5220.985625,106621.0,1.1970919762875233e-05,0.002610953275359292
0,38,3,9,242.42,1453.16,-25.46,152.0,3090.83,2973.0,0,0,0,0,0,1,3,497,Failure,4.222222222222222,0.4701520303607769,0.48878573831146993,1.0396333669693911,81.33763157894737,78.23684210526316,0.00032353769052325754,0.026149907787167276
154,684,85,293,131677.38,497475.29,-17.53,305021.0,191730.64,360970418.0,0,0,0,0,0,1,3,497,Failure,2.3344709897610922,2.5946572232794924,0.0013781608275723026,0.0005311533312405672,280.3079532163743,527734.5292397661,5.215650456285964e-06,0.0013749426629813112
2,38,3,7,9669.34,21505.3,165.0,3197.0,44431.34,135007.0,0,0,0,0,0,1,3,499,Failure,5.428571428571429,0.48401196092667925,0.1592902590236062,0.329103972386617,1169.2457894736842,3552.815789473684,2.2506636081648674e-05,0.0017670062728722688
2,19,0,3,818.36,9233.39,27.66,463.0,10512.95,125195.0,0,0,0,0,0,1,3,499,Failure,6.333333333333333,0.8782872552423439,0.0737520667758297,0.08397260273972604,553.3131578947368,6589.210526315789,9.512077960990968e-05,0.0020577491040668703
241,1621,196,1185,61007.3,383646.58,2.07,22.76,42702.08,110040.0,1,0,1,1,0,2,3,501,Failure,1.3679324894514768,8.984259783130002,3.4864283896764814,0.3880596146855689,26.34304750154226,67.88402220851326,4.683612601540721e-05,0.004225242930615985
13,292,25,424,1959.6,104062.98,-3.16,-92.58,10926.05,7209.0,1,0,0,0,0,2,3,724,Failure,0.6886792452830188,9.524300181675903,14.435147732001663,1.515612428908309,37.417979452054794,24.688356164383563,0.0001830487687682191,0.0028059930630470126
3,15,0,1,1900.29,6017.14,16.39,224.0,82022.24,1670465.0,0,0,0,0,0,1,3,725,Failure,15.0,0.0733598594722602,0.0036020748713681524,0.049101441814105654,5468.149333333334,111364.33333333333,1.2191815293022964e-05,0.002492878676580568
1486,5268,1460,5123,187207.09,922189.81,41.27,19301.0,56572.84,59598949.0,0,0,0,0,0,1,3,725,Failure,1.0283037282842085,16.300928325323603,0.015473256248193236,0.0009492254636906432,10.738959757023538,11313.39198936978,1.7676326661344914e-05,0.005712489926558611
677,2297,247,792,142707.87,300462.69,-96.55,19127.0,38127.76,96301611.0,0,0,0,0,0,1,3,726,Failure,2.900252525252525,7.880418099568398,0.003120017275723456,0.00039592027178029246,16.598937744884633,41924.95037004789,2.6227609489778574e-05,0.00764487597445127
371,1495,320,1353,44038.15,174222.35,38.24,4899.0,37124.69,134134.0,0,0,0,0,0,1,3,726,Success,1.1049519586104952,4.692897098938738,1.2988679231216544,0.2767731522209134,24.83256856187291,89.72173913043478,2.6936251858264673e-05,0.008580988604504531
1,272,1,248,1.33,135323.49,-0.85,-95.39,9778.73,5809.0,0,0,0,0,0,2,3,726,Failure,1.096774193548387,13.838554699843435,23.295488035806507,1.6833757961783438,35.95121323529412,21.356617647058822,0.00020452553654717946,0.0020099984119534607
268,541,4,14,784.61,3831.63,-18.51,34.52,4497.71,5788.0,0,0,0,0,0,1,3,727,Failure,38.642857142857146,0.8519068592683833,0.6619955079474775,0.7770749827228749,8.31369685767098,10.698706099815157,0.00022233536621969847,0.1411931736623839
19,107,17,138,689.91,37775.16,9.45,-38.96,9408.87,3312908.0,1,0,1,1,0,7,3,728,Failure,0.7753623188405797,4.014845565939375,0.011402417453186145,0.002840063774786381,87.93336448598131,30961.757009345794,0.0007439788199858218,0.002832549220175374
7,22,1,1,2092.78,6467.59,-98.66,-96.09,9817.66,19994.0,0,0,0,0,0,1,3,728,Failure,22.0,0.6587710309788687,0.32347654296288886,0.4910303090927278,446.2572727272727,908.8181818181819,0.00010185726537688207,0.0034015761667019707
21,97,5,12,26166.09,76804.33,13.13,43.39,816188.36,490252.0,0,0,0,0,0,1,3,729,Failure,8.083333333333334,0.09410123173038146,0.15666296108939892,1.6648343300996222,8414.312989690721,5054.144329896907,1.2252073773754873e-06,0.0012629496279701938
70,1705,104,1637,11636.17,546591.76,37.71,-55.56,27185.96,42632.0,0,0,0,0,0,2,3,730,Failure,1.0415394013439219,20.105663364471955,12.82116156877463,0.6376890598611371,15.944844574780058,25.004105571847507,7.356738551811303e-05,0.003119329863296878
31,133,3,12,47514.84,152184.07,15.01,58.67,1449127.5,914777.0,0,0,0,0,0,1,3,730,Failure,11.083333333333334,0.10501772273316186,0.1663619330175551,1.5841319797065296,10895.695488721805,6878.022556390977,6.900704044330123e-07,0.000873941668139116
699,2612,570,2119,36506.92,213036.24,6.12,68744.0,92481.12,168567888.0,0,0,0,0,0,1,3,731,Failure,1.2326569136385088,2.3035646627116972,0.0012638008491866492,0.000548628336614148,35.40624808575804,64535.94486983155,1.0813017835424138e-05,0.012260824731041066
1734,4991,1966,5777,122249.85,470024.95,-76.06,5528.0,30993.49,18574701.0,0,0,0,0,0,1,3,731,Failure,0.8639432231261901,15.165279870063035,0.025304576908128967,0.001668586213043214,6.209875776397515,3721.6391504708477,3.226484013255687e-05,0.010618585247442715
59,2560,164,2431,18043.85,1191596.46,-34.15,-85.62,16114.65,14420.0,0,0,0,0,0,2,3,732,Failure,1.0530645824763472,73.94491720266961,82.63498335644937,1.11752080443828,6.29478515625,5.6328125,0.00012411066948397886,0.0021483783192843657
32,143,15,108,921.85,8120.11,3.7,0.16,9002.55,2293127.0,1,0,1,1,2000,13,3,732,Failure,1.3240740740740742,0.9019788837607122,0.003541064232377884,0.0039258837386677665,62.9548951048951,16035.853146853147,0.0014440353011091302,0.017610598871197557
17,54,17,39,515.05,1061.83,-5.52,24.86,4828.13,1110899.0,1,1,1,1,1110,5,3,733,Failure,1.3846153846153846,0.2199257269377585,0.0009558294678454117,0.004346146679401097,89.40981481481482,20572.203703703704,0.00103559763303805,0.05085559835378545
1308,4858,1299,4736,142448.89,543615.72,-48.14,26739.0,66463.79,85749704.0,0,0,0,0,0,1,3,733,Failure,1.025760135135135,8.179126107614387,0.006339563807707138,0.0007750906055605742,13.681307122272539,17651.23589954714,1.5045786585447505e-05,0.008936459747705605
0,114,3,126,598.75,48545.87,-20.1,-94.79,9365.86,5307.0,0,0,0,0,0,2,3,734,Failure,0.9047619047619048,5.183279485279515,9.14751648765781,1.7648125117768985,82.15666666666667,46.55263157894737,0.00021354152208126107,0.0023482945099140254
107,3533,189,3300,31383.22,1856456.74,7.21,-79.78,23074.11,27850.0,0,0,0,0,0,2,3,735,Failure,1.0706060606060606,80.45626635220167,66.65912890484739,0.8285138240574507,6.531024624964619,7.882819133880555,8.66772326213232e-05,0.0019030877067461318
13,289,21,303,4383.55,90043.82,-15.29,-85.31,15394.7,14236.0,0,0,0,0,0,2,3,736,Failure,0.9537953795379538,5.849014271145265,6.3250786737847715,1.081392245012644,53.26885813148789,49.259515570934255,0.0001299148408218413,0.003209548417648207
2,207,8,211,135.07,112413.49,-2.55,-96.17,8706.42,4573.0,0,0,0,0,0,2,3,736,Failure,0.981042654028436,12.91156296158467,24.58200087469932,1.9038749179969385,42.06,22.091787439613526,0.00022971554324280243,0.0018414160079897883
141,427,58,164,89843.55,304447.47,16.21,1329.0,225530.55,4663572.0,0,0,0,0,0,1,3,736,Failure,2.6036585365853657,1.349916762939655,0.06528203488656334,0.04836004461815964,528.1745901639345,10921.714285714286,4.433989098151004e-06,0.0014025408061364413
18,72,35,81,10695.88,23707.44,-54.25,-56.84,5180.79,682049.0,1,0,1,0,0,5,3,737,Success,0.8888888888888888,4.57602798028872,0.034759144870823065,0.007595920527704021,71.95541666666666,9472.902777777777,0.0009651037776092063,0.0030370212895192397
8,1095,33,997,1154.08,483738.82,-18.68,-89.38,13588.79,10715.0,1,0,1,1,0,2,3,737,Success,1.098294884653962,35.59837336510462,45.14594680354643,1.2682025198320113,12.40985388127854,9.785388127853881,0.0001471801389233331,0.002263618206204745
312,999,290,883,150956.84,450185.71,3.27,18.32,136850.02,147160.0,1,0,0,1,0,1,3,738,Failure,1.131370328425821,3.289628382955297,3.0591581272084807,0.9299403370481109,136.987007007007,147.3073073073073,7.307269666456753e-06,0.0022190842086036006
68,451,46,249,127168.95,533971.64,-99.94,-58.55,2827.17,74988.0,0,0,0,0,0,1,3,739,Failure,1.8112449799196788,188.87142973362054,7.12076118845682,0.037701632261161785,6.268669623059867,166.27050997782706,0.0003537106010604244,0.0008446141446762978
39,2107,81,1920,7887.65,1140334.42,-23.31,-90.7,13804.45,10539.0,0,0,0,0,0,2,3,739,Success,1.0973958333333333,82.60629144949635,108.20138722838978,1.3098443875130468,6.551708590412909,5.001898433792121,0.00014488081741757187,0.0018477035885665891
364,801,356,751,109189.92,242081.22,0.66,20.5,110107.39,299833.0,1,0,0,1,0,1,3,739,Failure,1.066577896138482,2.1985919382886108,0.8073868453439081,0.36722905750867985,137.46240948813983,374.32334581772784,9.0820425404689e-06,0.003308806854162417
9,73,34,69,10363.86,28724.56,-50.49,-45.66,20243.51,1768705.0,1,0,1,1,0,7,3,740,Success,1.0579710144927537,1.4189515553379826,0.016240447106781516,0.011445385182944582,277.30835616438355,24228.835616438355,0.00034578983585356496,0.0025413792239115237
269,936,249,856,132074.14,440666.2,6.16,13.45,134124.32,141761.0,1,0,0,1,0,1,3,741,Failure,1.0934579439252337,3.28550556677566,3.1085150358702323,0.9461298946818942,143.2952136752137,151.45405982905982,7.455769393649115e-06,0.002124056712314219
1,278,19,275,1416.8,85642.92,-39.35,-92.7,9993.31,6004.0,0,0,0,0,0,2,3,741,Failure,1.010909090909091,8.570025346957115,14.264310459693537,1.664442038640906,35.94715827338129,21.597122302158272,0.00020013388957212377,0.00324603598289269
1144,4050,1143,4018,121422.65,484220.08,-40.12,3182.0,21121.78,8308091.0,0,0,0,0,0,1,3,742,Failure,1.0079641612742658,22.925154982203207,0.05828295332826759,0.0025423144739266817,5.215254320987654,2051.3804938271605,4.7344494640129765e-05,0.008363965410108561
20,91,1,5,9470.47,27564.27,13.2,46.71,317200.55,191742.0,0,0,0,0,0,1,3,742,Failure,18.2,0.08689855676479755,0.1437570798260162,1.6543091758717443,3485.7203296703296,2107.054945054945,3.1525796534715973e-06,0.003301375294901697
363,4055,270,2674,170293.6,3263381.15,53.17,132.0,119161.38,773634.0,1,0,1,1,0,3,3,743,Failure,1.5164547494390426,27.386231596176543,4.21824939183128,0.15402810631383834,29.38628360049322,190.78520345252775,2.5175942071164332e-05,0.0012425762770615992
48,776,52,721,10873.01,228501.97,-28.37,-64.43,25058.7,37278.0,0,0,0,0,0,2,3,743,Failure,1.0762829403606102,9.118668167143547,6.129673533987875,0.6722114920328344,32.29213917525773,48.03865979381443,7.981260001516439e-05,0.003396031990446297
1,170,1,248,12.6,61497.25,0.34,-95.18,8784.87,4685.0,0,0,0,0,0,2,3,743,Failure,0.6854838709677419,7.00035970936394,13.126414087513341,1.8751056563500534,51.67570588235294,27.558823529411764,0.00022766415439272293,0.0027643512514787245
286,1638,349,1227,81429.51,414749.7,-34.9,117.0,55543.89,182710.0,1,0,0,1,150,2,3,744,Failure,1.3349633251833741,7.467062533790846,2.2699890536916425,0.30400027365770893,33.90957875457875,111.54456654456655,3.600756086763099e-05,0.003949369945294716
1207,3340,1249,3407,128707.28,444278.99,-83.18,6280.0,36873.93,26398512.0,0,0,0,0,0,1,3,744,Failure,0.9803346052245377,12.048593410032508,0.016829698204201812,0.0013968185024974134,11.04009880239521,7903.746107784431,2.711943099094672e-05,0.007517798669705268
515,3084,384,2339,165787.16,1513665.49,37.78,370.0,97745.9,533280.0,1,0,1,1,0,2,3,745,Failure,1.3185121846943137,15.485718480263623,2.8384066344134413,0.1832918916891689,31.69452010376135,172.9182879377432,2.04612162760791e-05,0.002037438271780907
450,1498,366,951,217824.04,533404.04,33.93,128.0,70452.34,275348.0,1,0,0,0,500,2,4,385,Success,1.5751840168243953,7.571133052500457,1.9371996164853205,0.25586653979691154,47.03093457943925,183.81041388518025,2.838798540971102e-05,0.0028083776793291627
0,120,6,15,57.27,24837.6,-0.34,31.77,327128.82,191550.0,0,0,0,0,0,1,4,386,Success,8.0,0.07592605261743676,0.12966640563821455,1.7077985904463586,2726.0735,1596.25,3.0568997253131045e-06,0.0048313846748478115
11,45,0,1,1444.52,8062.25,33.45,1522.0,21403.59,2152361.0,0,0,0,0,0,1,4,386,Failure,45.0,0.37667746392077217,0.003745770342428617,0.009944237978666217,475.63533333333334,47830.24444444444,4.6721134164876076e-05,0.005581568420726224
94,230,60,175,33877.69,80726.23,29.51,5.69,44126.89,111509.0,0,0,0,0,0,2,4,387,Failure,1.3142857142857143,1.829411272808938,0.7239436278686024,0.3957249190648288,191.85604347826086,484.82173913043476,4.5323837687178954e-05,0.0028491359004378133
14,80,1,11,4727.36,29426.29,5.81,39.65,294768.92,182120.0,0,0,0,0,0,1,4,388,Failure,7.2727272727272725,0.0998283333263222,0.1615763782121678,1.6185422798155062,3684.6115,2276.5,3.392487919011272e-06,0.002718657363874277
412,1445,445,1201,171441.87,447076.62,-26.61,52.11,52889.79,153088.0,1,0,1,1,0,2,4,389,Failure,1.2031640299750208,8.452985349346253,2.920389710493311,0.3454861909489967,36.60193079584775,105.94325259515571,3.781448177427061e-05,0.0032321081786831083
30,117,5,10,46384.54,143805.24,14.15,56.91,1399655.26,878566.0,0,0,0,0,0,1,4,389,Failure,11.7,0.10274332838216176,0.16368177234265838,1.59311339159494,11962.86547008547,7509.111111111111,7.144616453625874e-07,0.0008136003945336068
15,39,36,76,1740.01,8441.23,-23.64,-31.78,12973.41,1346067.0,1,1,0,1,1000,5,4,392,Failure,0.5131578947368421,0.6506562268516912,0.006271032571187021,0.00963801207517902,332.65153846153845,34514.53846153846,0.0003854036833800828,0.00462017976053253
406,1509,345,1027,155845.95,449179.44,1.58,124.0,73353.13,300092.0,1,1,0,1,500,2,4,393,Failure,1.4693281402142162,6.123521109460496,1.4968057795609346,0.24443547312157607,48.61042412193506,198.86812458581844,2.7265366863009115e-05,0.003359459195193796
313,1149,78,196,366882.17,797083.9,-99.13,20401.0,53990.6,27266157.0,1,0,0,1,0,1,4,394,Failure,5.862244897959184,14.7633828851689,0.029233452297659696,0.0019801323670218724,46.98920800696258,23730.33681462141,1.8521742673724684e-05,0.0014415044639591891
36,141,4,13,29896.87,101562.46,9.62,34.58,1346655.9,2178846.0,0,0,0,0,0,1,4,395,Failure,10.846153846153847,0.07541827128964423,0.046612959337190424,0.6180592386979162,9550.751063829786,15452.808510638299,7.425801943911582e-07,0.0013883082390875525
15,38,18,51,547.1,2892.45,-12.96,-24.84,5133.52,2035192.0,1,0,1,1,0,6,4,395,Failure,0.7450980392156863,0.5634437968489456,0.0014212172610741393,0.0025223762672023082,135.0926315789474,53557.68421052631,0.0011687886674250805,0.013137651471935557
121,963,213,918,33147.59,236014.07,-56.76,-77.05,19361.91,20874.0,1,0,1,1,0,2,4,400,Failure,1.0490196078431373,12.189606810485124,11.306604867299033,0.9275610807703363,20.10582554517134,21.67601246105919,0.00010329559428796023,0.004080265214696734
13,219,12,183,991.82,40287.8,5.05,34.2,49595.76,141416.0,0,0,0,0,0,2,4,401,Failure,1.1967213114754098,0.8123234728129985,0.28488855575041017,0.3507082649770889,226.46465753424658,645.7351598173516,4.032602787012438e-05,0.0054358887802262714
27,480,22,457,2844.3,131390.65,32.29,-80.1,17716.2,17684.0,0,0,0,0,0,2,4,402,Success,1.0503282275711159,7.416412661857509,7.429916874010405,1.0018208550101788,36.908750000000005,36.84166666666667,0.00011289102629232002,0.0036532279884451445
243,1150,246,859,16187.11,214967.17,32.94,3343.0,29597.5,16236558.0,0,0,0,0,0,1,4,403,Failure,1.3387660069848661,7.263017822451221,0.013239700803581646,0.0018228925120706001,25.73695652173913,14118.746086956522,3.378663738491427e-05,0.005349654089040666
539,1220,372,797,109274.77,227398.04,7.85,64.06,60709.13,208134.0,1,1,1,1,0,2,4,406,Failure,1.5307402760351319,3.745697558176176,1.0925559495325128,0.2916829062046566,49.76158196721311,170.60163934426228,3.294397399534469e-05,0.005365041844687843
72,481,35,398,15383.09,145495.16,31.17,-47.14,32632.15,60435.0,1,0,0,1,0,2,4,407,Failure,1.2085427135678393,4.45864461888046,2.4074652105567966,0.5399544965665591,67.8423076923077,125.64449064449065,6.128925001876984e-05,0.003305951895581956
13,79,1,39,351.7,10129.63,25.1,138.0,6300.0,9736.0,1,0,1,1,0,1,4,412,Success,2.0256410256410255,1.6078777777777777,1.040430361544782,0.6470829909613804,79.74683544303798,123.24050632911393,0.00015873015873015873,0.007798902822709221
255,324,245,264,688743.78,748624.74,8.18,16033.0,111852.75,1412832.0,0,0,0,0,0,1,4,414,Failure,1.2272727272727273,6.692948899334169,0.5298752717945233,0.0791691793504111,345.224537037037,4360.592592592592,8.940325561955338e-06,0.0004327936049775753
5,16,0,1,2706.16,6668.79,32.97,245.0,91302.47,1865258.0,0,0,0,0,0,1,4,414,Failure,16.0,0.07304063077373482,0.0035752641189583426,0.04894897649547677,5706.404375,116578.625,1.0952606210982025e-05,0.0023992358433838823
67,165,4,8,13931.3,54382.54,14.46,70.58,427517.74,286474.0,0,0,0,0,0,1,4,415,Failure,20.625,0.1272053412333252,0.18983412107206937,1.492343947443747,2591.016606060606,1736.2060606060606,2.3390842213939474e-06,0.0030340620353517876
257,1799,256,1314,56598.29,289741.13,-45.57,13247.0,59081.7,64315950.0,0,0,0,0,0,1,4,415,Failure,1.3691019786910197,4.904075712107133,0.004504965409047056,0.0009186166106541223,32.841411895497494,35750.94496942746,1.6925714730618787e-05,0.00620899076358265
30,124,1,10,53046.54,162523.98,14.69,56.14,1645384.65,1024676.0,0,0,0,0,0,1,4,416,Failure,12.4,0.09877567534132521,0.15861011675885842,1.6057608941753294,13269.231048387095,8263.516129032258,6.077606230251389e-07,0.0007629643330171953
5,20,1,2,2682.15,7062.58,37.36,305.0,105423.95,2186438.0,0,0,0,0,0,1,4,416,Failure,10.0,0.06699217777364631,0.0032301762044018626,0.04821721448309991,5271.1975,109321.9,9.48551064535146e-06,0.002831826329754849
1416,3899,1437,4035,276546.31,828442.96,72.43,2676.0,24404.32,49246880.0,0,0,0,0,0,1,4,417,Failure,0.9662949194547708,33.94657011545497,0.01682224254612678,0.0004955505810723441,6.259122852013337,12630.643754808925,4.09763517278908e-05,0.004706419377382361
4,16,0,1,2305.5,6684.63,24.0,244.0,91194.79,1862748.0,0,0,0,0,0,1,4,418,Failure,16.0,0.07330056903470035,0.0035885852514671874,0.04895712678258143,5699.674375,116421.75,1.0965538711147864e-05,0.0023935505779676663
4,19,0,1,2305.54,6688.1,23.97,244.0,91270.86,1864846.0,0,0,0,0,0,1,4,419,Failure,19.0,0.07327749513919339,0.0035864087436710593,0.04894284032032672,4803.7294736842105,98149.78947368421,1.0956399446658003e-05,0.0028408666138365155
397,1734,339,1431,118585.42,443808.76,56.56,80.25,58707.16,187913.0,1,0,0,0,10,2,4,420,Success,1.2117400419287212,7.559704131489243,2.361777844002278,0.31241670347448025,33.85649365628605,108.36966551326412,3.40673948458757e-05,0.003907088269280669
500,1527,278,808,49014.43,160385.86,-24.15,65296.0,115317.63,246734204.0,0,0,0,0,0,1,4,420,Failure,1.8898514851485149,1.3908182122716186,0.0006500349663721532,0.00046737593787361565,75.51907662082515,161581.01113294042,8.67170093592801e-06,0.00952078942620004
1,14,0,5,320.07,1942.26,1.51,0.39,775342.32,793372.0,0,0,0,0,0,1,4,421,Failure,2.8,0.002505035453243414,0.002448107571227621,0.9772746202285938,55381.59428571428,56669.42857142857,1.2897528926319926e-06,0.007208097782995067
9,29,0,3,371.3,1358.21,15.94,141.0,6652.13,919122.0,1,0,0,0,1000,3,4,421,Success,9.666666666666666,0.20417670731029008,0.0014777254814921197,0.007237483163279739,229.38379310344828,31693.862068965518,0.00045098336923662046,0.0213516319273161
64,225,12,61,10481.6,107562.28,22.97,319524.0,214352.62,412734389.0,0,0,0,0,0,1,4,422,Failure,3.6885245901639343,0.5018006311282782,0.00026060896030643085,0.0005193476136537777,952.678311111111,1834375.0622222223,4.6652100636791845e-06,0.0020918113673306293
674,2234,423,1420,146505.3,330850.85,-35.67,65350.0,131007.83,316505582.0,0,0,0,0,0,1,4,423,Failure,1.5732394366197182,2.525428060292274,0.0010453239020599642,0.0004139194928953891,58.64271709937332,141676.62578334825,7.63313154641215e-06,0.006752287322217851
502,2678,389,1868,112697.51,902471.46,40.16,265.0,80725.47,347986.0,1,0,1,1,0,3,4,423,Failure,1.4336188436830835,11.179513231697504,2.593413125815406,0.23197907387078792,30.143939507094846,129.94249439880508,3.716299205195089e-05,0.0029674068584950044
30,122,2,10,8738.21,39316.58,-95.56,-94.2,6.95,10655.0,0,0,0,0,0,1,4,424,Failure,12.2,5657.061870503598,3.6899652745190052,0.0006522759267949319,0.0569672131147541,87.3360655737705,0.14388489208633093,0.003103016589947549
264,696,225,601,40262.57,120337.41,-26.34,13.59,21887.04,2173386.0,1,0,1,1,0,5,4,426,Failure,1.1580698835274543,5.49811258169218,0.05536863217118358,0.01007047988714384,31.44689655172414,3122.6810344827586,0.00022844569206251735,0.005783737575871044
